name,description,category_id,multi_categories,brand_id,ISBN 10,ISBN 13,Publisher,Author,edition,binding,language,dimensions ,weight ,video_provider,video_link,tags,unit_price,unit,slug,current_stock,est_shipping_days,sku,meta title,meta_description,thumbnail_img,photos
The Biography Of Bill Gates,"A biographical look at the life and career of Bill Gates. This book explores his journey from co-founding Microsoft to becoming a global philanthropist, detailing his influence on technology and public health.",1,1,,9361561278,9789361561276,Rupa,RUPA,,Paperback,English,"
14 x 0.51 x 21.6",78,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41eyPBCUpBL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/41eyPBCUpBL._SY445_SX342_.jpg
The Biography Of Isaac Newton,"A biography of the revolutionary scientist Sir Isaac Newton. The book covers his work on the laws of motion and universal gravitation, as well as his lesser-known contributions to mathematics and optics.",1,1,,9361561758,9789361561757,Rupa,RUPA,,Paperback,English,"
14 x 0.51 x 21.6",78,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41hvDmmVQHL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/41hvDmmVQHL._SY445_SX342_.jpg
The Biography Of Ishwar Chandra Vidyasagar,"A biography of Ishwar Chandra Vidyasagar, a key figure in the Bengal Renaissance. This book details his contributions as a social reformer, educator, and writer who fought for the rights of women.",1,1,,9361565125,9789361565120,Rupa,RUPA,,Paperback,English,"
14 x 0.51 x 21.6",78,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41wRYaaATJL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/41wRYaaATJL._SY445_SX342_.jpg
The Biography Of Ravindranath Tagore,"A comprehensive biography of the Nobel laureate Rabindranath Tagore. The book explores his life as a poet, philosopher, and artist, and his profound impact on Indian literature and culture.",1,1,,936156417X,9789361564178,Rupa,RUPA,,Paperback,English,"
14 x 0.51 x 21.6",78,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/81P7v8Ry2pL._SY466_.jpg,https://m.media-amazon.com/images/I/81P7v8Ry2pL._SY466_.jpg
The Biography Of Satyajit Ray,"A biography of the master filmmaker Satyajit Ray. This book details his life, creative process, and the making of his iconic films that brought Indian cinema to the world stage.",1,1,,936156935X,9789361569357,Rupa,RUPA,,Paperback,English,"
14 x 0.51 x 21.6",78,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41CEP5CxU2L._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/41CEP5CxU2L._SY445_SX342_.jpg
The Biography Of Stephen Hawking,"A biographical account of the life of the brilliant theoretical physicist Stephen Hawking. The book covers his scientific discoveries, his battle with ALS, and his enduring legacy as a symbol of human perseverance.",1,1,,9361568221,9789361568220,Rupa,RUPA,,Paperback,English,"
14 x 0.51 x 21.6",78,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41xlNZ0WgKL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/41xlNZ0WgKL._SY445_SX342_.jpg
The Biography Of Steve Jobs,"A biography of Steve Jobs, the co-founder of Apple. The book chronicles his life, from his early days as a visionary to his return to Apple and the creation of iconic products like the iPhone.",1,1,,9361569759,9789361569753,Rupa,RUPA,,Paperback,English,"
14 x 0.51 x 21.6",78,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41xCwVJaHmL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/41xCwVJaHmL._SY445_SX342_.jpg
THE ALCHEMIST,"A philosophical novel by Paulo Coelho. The book follows the journey of a young shepherd on his quest for a hidden treasure, which becomes a metaphorical exploration of finding one's destiny.",1,1,,8172234988,9788172234980,Rupa,PAULO COELHO,,Paperback,English,"
12.9 x 1.5 x 19.8",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41ziEX0PJgL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/41ziEX0PJgL._SY445_SX342_.jpg
THE MAN WHO SAVED THE EARTH,"A science fiction or fantasy novel about a hero who prevents a global catastrophe. The book explores themes of environmentalism, sacrifice, and the fate of humanity.",1,1,,9357022252,9789357022255,Rupa,AUSTIN HALL,,Paperback,English,"
12.9 x 0.46 x 19.8",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/51DG5eblMgL._SY342_.jpg,https://m.media-amazon.com/images/I/51DG5eblMgL._SY342_.jpg
TWENTY THOUSAND LEAGUES UNDER THE SEA,"A classic adventure novel by Jules Verne. The book chronicles the journey of a scientist and his companions as they are held captive aboard Captain Nemo's technologically advanced submarine, the Nautilus.",1,1,,9357022562,9789357022569,Rupa,JULES VERNE,,Paperback,English,"
15.2 x 0.28 x 22.9",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41B1FjG5NvL._SX342_SY445_.jpg,https://m.media-amazon.com/images/I/41B1FjG5NvL._SX342_SY445_.jpg
OLIVER TWIST,A classic novel by Charles Dickens. The story follows the life of an orphan boy who escapes from a workhouse and falls in with a group of pickpockets in Victorian London.,1,1,,9357022619,9789357022613,Rupa,CHARLES DICKENS,,Paperback,English,"
15.2 x 0.28 x 22.9",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41qH4EKjPmL._SX342_SY445_.jpg,https://m.media-amazon.com/images/I/41qH4EKjPmL._SX342_SY445_.jpg
THE ADVENTURES OF TOM SAWYER,"A classic novel by Mark Twain. The book is an iconic tale of a young boy's mischievous adventures, friendship, and coming-of-age along the Mississippi River.",1,1,,9357022678,9789357022675,Rupa,MARK TWAIN,,Paperback,English,"
15.2 x 0.28 x 22.9",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41ebW1C5eIL._SX342_SY445_.jpg,https://m.media-amazon.com/images/I/41ebW1C5eIL._SX342_SY445_.jpg
Candida,"A play by George Bernard Shaw. This comedic and thought-provoking work explores the complexities of marriage, love, and intellectual passion through the relationships of its central characters.",1,1,,9357024697,9789357024693,Rupa,GEORGE BERNARD SHAW,,Paperback,English,"
12.9 x 0.61 x 19.8",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/51uRp-jQzhL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/51uRp-jQzhL._SY445_SX342_.jpg
David Copperfield,"A classic novel by Charles Dickens. The book is a semi-autobiographical coming-of-age story, following the life of David Copperfield from childhood to maturity, filled with memorable characters.",1,1,,9357022600,9789357022606,Rupa,CHARLES DICKENS,,Paperback,English,"
15.2 x 0.28 x 22.9",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/51ibIbOqnML._SY342_.jpghttps://m.media-amazon.com/images/I/51ibIbOqnML._SY342_.jpg,https://m.media-amazon.com/images/I/51ibIbOqnML._SY342_.jpg
Greatest Ever Aesop?s Fables,"A collection of the most famous fables attributed to Aesop. This book features timeless stories with moral lessons, such as ""The Tortoise and the Hare,"" presented in a new edition.",1,1,,9357028269,9789357028264,Rupa,GAYATRI KALRA SEHGAL,,Paperback,English,"
12.9 x 0.61 x 19.8",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/81-NDd9EjqL._SY466_.jpg,https://m.media-amazon.com/images/I/81-NDd9EjqL._SY466_.jpg
Journey To The Centre Of The Earth,"A classic science fiction novel by Jules Verne. The book follows a professor, his nephew, and a guide as they venture into a volcano, discovering a prehistoric world at the Earth's core.",1,1,,9357022686,9789357022682,Rupa,JULES VERNE,,Paperback,English,"
15.2 x 0.28 x 22.9",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41dtP8iVIuL._SX342_SY445_.jpg,https://m.media-amazon.com/images/I/41dtP8iVIuL._SX342_SY445_.jpg
King Solomons Mines,A classic adventure novel by H. Rider Haggard. The book follows a group of adventurers on a quest to find a legendary lost brother and the mythical King Solomon's treasure in an uncharted region of Africa.,1,1,,9357022538,9789357022538,Rupa,H RIDER HAGGARD,,Paperback,English,"
15.2 x 0.28 x 22.9",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41uuD7cOpNL._SX342_SY445_.jpg,https://m.media-amazon.com/images/I/41uuD7cOpNL._SX342_SY445_.jpg
Oliver Twist,A classic novel by Charles Dickens. The story follows the life of an orphan boy who escapes from a workhouse and falls in with a group of pickpockets in Victorian London.,1,1,,9357022619,9789357022613,Rupa,CHARLES DICKENS,,Paperback,English,"
15.2 x 0.28 x 22.9",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41qH4EKjPmL._SX342_SY445_.jpg,https://m.media-amazon.com/images/I/41qH4EKjPmL._SX342_SY445_.jpg
Swiss Family Robinson,"A classic adventure novel by Johann David Wyss. The book recounts the story of a family shipwrecked on a deserted island, who must use their resourcefulness to survive and thrive.",1,1,,9357022503,9789357022507,Rupa,JOHANN DAVID WYSS ,,Paperback,English,"
15.2 x 0.28 x 22.9",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41sCntInFhL._SX342_SY445_.jpg,https://m.media-amazon.com/images/I/41sCntInFhL._SX342_SY445_.jpg
The Adventures Of Tom Sawyer,"A classic novel by Mark Twain. The book is an iconic tale of a young boy's mischievous adventures, friendship, and coming-of-age along the Mississippi River.",1,1,,9357022678,9789357022675,Rupa,MARK TWAIN,,Paperback,English,"
15.2 x 0.28 x 22.9",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41ebW1C5eIL._SX342_SY445_.jpg,https://m.media-amazon.com/images/I/41ebW1C5eIL._SX342_SY445_.jpg
The Hunchback Of Notre Dame,A classic novel by Victor Hugo. This tragic and romantic story is set in 15th-century Paris and revolves around the hunchbacked bell-ringer Quasimodo and his unrequited love for a beautiful gypsy dancer.,1,1,,935702249X,9789357022491,Rupa,VICTOR HUGO,,Paperback,English,"
15.2 x 0.28 x 22.9",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/51TXyDCqXPL._SY342_.jpg,https://m.media-amazon.com/images/I/51TXyDCqXPL._SY342_.jpg
The Jungle Book,"A classic collection of short stories by Rudyard Kipling. The book features the famous tale of Mowgli, a boy raised by wolves, alongside other animal fables of the Indian jungle.",1,1,,9357022694,9789357022699,Rupa,RUDYARD KIPLING,,Paperback,English,15.2 x 0.28 x 22.9,80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/81g86bmRGBL._SY342_.jpg,https://m.media-amazon.com/images/I/81g86bmRGBL._SY342_.jpg
The Man Who Saved The Earth,"A science fiction or fantasy novel about a hero who prevents a global catastrophe. The book explores themes of environmentalism, sacrifice, and the fate of humanity.",1,1,,9357022252,9789357022255,Rupa,AUSTIN HALL,,Paperback,English,"
12.9 x 0.46 x 19.8",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/51DG5eblMgL._SY342_.jpg,https://m.media-amazon.com/images/I/51DG5eblMgL._SY342_.jpg
The Railway Children,"A classic children's novel by E. Nesbit. The story follows three siblings who are forced to move to the countryside and become captivated by the nearby railway, where they have many adventures.",1,1,,9357022554,9789357022552,Rupa,EDITH NESBIT,,Paperback,English,"
15.2 x 0.28 x 22.9",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/61sI84gZDML._SY342_.jpg,https://m.media-amazon.com/images/I/61sI84gZDML._SY342_.jpg
The Secret Garden,"A classic children's novel by Frances Hodgson Burnett. The book tells the story of a young orphan girl who discovers a hidden, magical garden that changes her life and the lives of those around her.",1,1,,9357022597,9789357022590,Rupa,FRANCES HODGSON BURNETT,,Paperback,English,"
15.2 x 0.28 x 22.9",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/410Jl6N9mtL._SX342_SY445_.jpg,https://m.media-amazon.com/images/I/410Jl6N9mtL._SX342_SY445_.jpg
The Three Musketeers,"A classic historical adventure novel by Alexandre Dumas. The story follows the young d'Artagnan and his three legendary friends, Athos, Porthos, and Aramis, as they fight for honor and loyalty in 17th-century France.",1,1,,9357022708,9789357022705,Rupa,ALEXANDRE DUMAS,,Paperback,English,"
15.5 x 0.28 x 22.9",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/61OhWWv0CoL._SY342_.jpg,https://m.media-amazon.com/images/I/61OhWWv0CoL._SY342_.jpg
Twenty Thousand Leagues Undeer The Sea,"A classic adventure novel by Jules Verne. The book chronicles the journey of a scientist and his companions as they are held captive aboard Captain Nemo's technologically advanced submarine, the Nautilus.",1,1,,9357022562,9789357022569,Rupa,JULES VERNE,,Paperback,English,"
15.2 x 0.28 x 22.9",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/61mcWk1OLUL._SY342_.jpg,https://m.media-amazon.com/images/I/61mcWk1OLUL._SY342_.jpg
Watercolour Magic,"A beginner's guide to watercolor painting. This book provides techniques, tips, and exercises to help aspiring artists learn to use watercolors to create beautiful and expressive art.",1,1,,9361560905,9789361560903,Rupa,NIL AUTHOR NAME,,Paperback,English,"
20 x 20 x 0.5 ",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/817pwzxL33L._SY342_.jpg,https://m.media-amazon.com/images/I/817pwzxL33L._SY342_.jpg
Watercolour Magic -2,"The second volume in a series on watercolor painting. This book offers advanced techniques, new projects, and inspiration for artists looking to further develop their skills.",1,1,,9361567535,9789361567537,Rupa,NIL AUTHOR NAME,,Paperback,English,"
20 x 20 x 0.5 ",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/81kACkg+4ML._SY342_.jpg,https://m.media-amazon.com/images/I/81kACkg+4ML._SY342_.jpg
Watercolour Magic -3,"The third volume in a series on watercolor painting. This book provides a deeper dive into specific watercolor techniques, offering new challenges and creative ideas for experienced artists.",1,1,,9361563246,9789361563249,Rupa,NIL AUTHOR NAME,,Paperback,English,"
20 x 20 x 0.5 ",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/817pwzxL33L._SY342_.jpg,https://m.media-amazon.com/images/I/817pwzxL33L._SY342_.jpg
Watercolour Magic -4,"The fourth volume in a series on watercolor painting. This book is for advanced painters, exploring complex methods, intricate subjects, and artistic expression with watercolors.",1,1,,9361568116,9789361568114,Rupa,NIL AUTHOR NAME,,Paperback,English,"
20 x 20 x 0.5",80,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/81oyEt6jmwL._SY342_.jpg,https://m.media-amazon.com/images/I/81oyEt6jmwL._SY342_.jpg
THE SCIENCE OF GETTING RICH,A classic self-help book that explores the principles of wealth creation. This work focuses on the importance of a positive mindset and a structured approach to attract prosperity and financial success.,1,1,,8129140403,9788129140401,Rupa,WALLACE D WATTLE,,Paperback,English,12.95 x 0.61 x 19.79,84,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/61W3u8uxPdL._SY466_.jpg,https://m.media-amazon.com/images/I/61W3u8uxPdL._SY466_.jpg
23.5 Ways To Make A Girl Fall For You,A dating and relationship guide. This book offers practical advice and psychological insights on communication and attraction to help readers build connections.,1,1,,812913957X,9788129139573,Rupa,CYRUS BROACHA,,Paperback,English,"
12.95 x 1.17 x 19.79 ",84,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/71o1NMDmvUL._SY522_.jpg,https://m.media-amazon.com/images/I/71o1NMDmvUL._SY522_.jpg
Suno Bhai Saadho Kahat Kabir (hindi),"A collection of the philosophical and spiritual poetry of Kabir, in Hindi. This book presents his Dohas and verses, which are timeless reflections on life, spirituality, and societal values.",1,1,,8171675336,9788171675333,Rupa,PRANNATH PANKAJ,,Paperback,English,,84,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/81ih9dNg+fL._SY466_.jpg,https://m.media-amazon.com/images/I/81ih9dNg+fL._SY466_.jpg
The Science Of Getting Rich,A classic self-help book that explores the principles of wealth creation. This work focuses on the importance of a positive mindset and a structured approach to attract prosperity and financial success.,1,1,,8129140403,9788129140401,Rupa,WALLACE D WATTLE,,Paperback,English,"
12.95 x 0.61 x 19.79",84,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/61W3u8uxPdL._SY466_.jpg,https://m.media-amazon.com/images/I/61W3u8uxPdL._SY466_.jpg
THE RIDDLE OF THIS WORLD,A philosophical work that delves into the profound questions of existence and humanity's place in the universe. It challenges readers to contemplate life's fundamental mysteries.,1,1,,9352101731,9789352101733,Rupa,SRI AUROBINDO,,Paperback,English,"
18.3 x 12.2 x 0.5",85,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/21LDB0vi-gL.jpg,https://m.media-amazon.com/images/I/21LDB0vi-gL.jpg
Word Search For Kids Book 1,"The first book in a series of word search puzzles designed for children. This activity book helps young readers build vocabulary, improve spelling, and develop problem-solving skills in a fun and engaging way.",1,1,,9357023844,9789357023849,Rupa,M C B,,Paperback,English,"
20.3 x 25.4 x 4.7",85,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/81Y+FdxIfhL._SY425_.jpg,https://m.media-amazon.com/images/I/81Y+FdxIfhL._SY425_.jpg
Word Search For Kids Book 2,"The second volume of word search puzzles for kids. It features new themes and challenges, helping children continue to improve their language and cognitive skills.",1,1,,9357024573,9789357024570,Rupa,M C B,,Paperback,English,,85,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/51LY-8disFL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/51LY-8disFL._SY445_SX342_.jpg
